,title,author,university,link,body,polarity
109,The process of planning for dependency in culturally diverse Canadian families ( 2016/17-2019/20 ),Calandra .C E Speirs,University of Calgary,https://cognit.ca/en/research/project/110504,No summary,0.0
110,Healing practices and paradigms: a study of Indigenous and biomedical healthcare at Yellowknife's Stanton Territorial Hospital ( 2020/21 ),Sophie I Roher,University of Toronto,https://cognit.ca/en/research/project/231603,"To improve the quality of care for Indigenous patients, the Truth and Reconciliation Commission (TRC) has called for greater collaboration between Indigenous and biomedical healing practices. In the Northwest Territories (NWT), where over 50% of residents are First Nations, Inuit and Metis, the need is particularly great. My PhD research builds on a project I conducted with the Stanton Territorial Hospital Elders Council in Yellowknife, NWT. During our work together, the Elders emphasized that Indigenous and biomedical health services may be understood and experienced differently by patients and health providers and that these different understandings can greatly impact the quality of hospital care. Using an Indigenous storytelling methodology that is grounded in two-eyed seeing and postcolonial theory, my research asks: How do Indigenous and non-Indigenous patients, health providers and traditional healers experience and understand Indigenous and biomedical healing practices at Stanton Territorial Hospital? This project will (1) describe participants' stories and experiences of hospital care and the extent to which their stories and experiences are shaped by their understandings of Indigenous and biomedical healing practices; (2) illuminate the extent to which colonial practices and representations shape participant experiences of hospital care; and (3) provide clear recommendations to improve patient care experiences at Stanton Hospital. This project has been created in partnership with Elders, patients, community leaders and health authority officials and will be guided throughout by a Community Advisory Committee to ensure that the project is patient-oriented and abides by ethical practices and community protocols. Ultimately, this research seeks to address the TRC's calls for action and improve health services for Indigenous patients in the NWT by providing clear direction on how to enhance Indigenous and biomedical health service provision at Stanton Hospital.",0.2807692307692308
111,Applications of indigenous knowledge in health policy and program planning in the Northwest Territories ( 2018/19-2019/20 ),Sophie I Roher,University of Toronto,https://cognit.ca/en/research/project/180547,"The T'licho Government, an indigenous government in the Northwest Territories that is responsible for administering a number of health and wellness programs, has identified the need to improve the capacity of government employees and develop community-based healthcare policy, and is seeking the support of the Institute for Circumpolar Health Research (ICHR). During the Health Systems Impact Fellowship, Sophie Roher will work with the ICHR to employ community-based research (CBR) methodologies to generate and apply the T'licho Government's knowledge of indigenous health to healthcare policies and programs. Roher's program of work will improve health delivery systems in northern Canada by: (1) identifying policy needs and recommendations of the T'licho Government in collaboration with Elders Advisors, T'licho Government directors, and community councils; and (2) co-developing a set of CBR training modules for government employees based on identified policy needs to enable effective translation of community values, perspectives, and needs into government health policies and programs. During the program of work, Roher will also (3) develop a greater understanding of the context in which these training modules will be applied by meeting and working with leaders in northern health policy, and assisting the government in implementing these modules.",0.13749999999999998
112,Examining how patients and providers bridge Indigenous and Western healing paradigms in the Northwest Territories ( 2017/18-2020/21 ),Sophie I Roher,University of Toronto,https://cognit.ca/en/research/project/147285,"Indigenous people in Canada experience a disproportionate number of health issues compared with their non-Indigenous counterparts. Although studies show that the quality of health services offered to and taken up by Indigenous patients is negatively impacted when Western approaches to health and healing are prioritized over Indigenous approaches, Indigenous healing paradigms and practices are excluded from institutionalized healthcare in most parts of Canada. In an attempt to improve the quality of care for Indigenous people, the Truth and Reconciliation Commission (TRC) has called for greater collaboration between Indigenous and Western healers. Currently, however, there are very few hospitals in Canada that work to bridge Indigenous and Western approaches to healing. In the Northwest Territories (NWT), the need is particularly great. Despite NWT's high proportion of Indigenous residents (51%), there are few initiatives in hospitals that incorporate both Indigenous and Western healing practices. Furthermore, there is a gap in knowledge about how patients and providers currently experience Indigenous and Western healing paradigms in practice. In order to address the TRC's calls for action and improve the quality of health services for Indigenous people and communities in the NWT, it is critical to fill this knowledge gap. My PhD research will use community-based qualitative research methods and the 'two-eyed seeing' approach to (1) examine how healthcare providers and patients in the NWT understand and experience the interaction between Indigenous and Western healing paradigms in hospital settings, and (2) illuminate the assumptions and values underlying these paradigms, which inform the quality of health service provision. Working in partnership with Dene Elders, this project aims to inform the creation of government health policies and programs in the NWT and to improve the quality of healthcare for Indigenous patients and communities.",0.07647058823529412
113,Improving quality of life for older adults in retirement homes and long-term care using virtual reality ( 2018/19-2019/20 ),Laura Krieger,Ryerson University,https://cognit.ca/en/research/project/186765,No summary,0.0
114,Culturally Appropriate Practical Solutions Relevant to Indigenous Seniors and Caregivers Of Remote Northern Communities (CAPRICORN) ( 2017/18-2020/21 ),Adrian S Wagg,University of Alberta,https://cognit.ca/en/research/project/153330,"Indigenous seniors (IS) may face geographic, language, and cultural challenges in accessing health care, and day-to-day living supports, in addition to having a high risk of heart disease, diabetes, obesity, falls, impaired cognition, and incontinence due to aging. However, there is very limited information on the current health status of IS, as well as factors such as personal health behaviours and available healthcare services contributing to the IS' health, in remote northern communities in Canada. The Government of the Northwest Territories (NT) has asked the Indigenous and Global Health Research Group (IGHRG) to work together with local Indigenous communities to examine health status of and related issues facing seniors in two communities with large Indigenous populations: Inuvik and Yellowknife. One hundred-fifty IS will complete interviewer-administered questionnaires regarding health conditions, smoking, medication use, and access to healthcare services. Moreover, seniors, and stakeholders in senior care and health care will be invited to key informant interviews and formal and familial caregivers to sharing circles to enhance knowledge regarding barriers to and opportunities for improving health and health care services for IS in the NT. The results of this project will be shared with government and policy partners to be utilized in developing and implementing evidence-based programs with a potential to be adapted and used in other Indigenous communities across Canada.",0.031260504201680674
115,"Aging, Embodiment, and Sports: Canadian elite athletes navigating retirement ( 2018/19-2019/20 )",Michelle Silver,University of Toronto,https://cognit.ca/en/research/project/182842,No summary,0.0
116,Connecting National Indigenous Women HIV Research Stakeholders ( 2019/20 ),Catherine A Worthington,University of Victoria,https://cognit.ca/en/research/project/214538,"There have been many exciting research projects to support Indigenous women living with and affected by HIV in Canada. These projects include: the Canadian HIV Women's Sexual and Reproductive Health Cohort Study (CHIWOS) and CHIWOS Aboriginal Advisory Board-Prioritizing the Health Needs of Positive Aboriginal Women (CAAB-PAW); Strong Bear Women's Journey (SBWJ); Visioning Health I (VH I) and Visioning Health II (VH II); Women, Art and the Criminalization of HIV (WATCH); Teachings from the Cradleboard: Supporting Indigenous Mothers Living with HIV in Ways that Work; Building Bridges; Digging Deep: Examining the Root Causes of HIV and AIDS in Aboriginal Women; and the Women and HIV Research Program (WHRP) Foundation Grant Objective 3. This Catalyst Grant's objectives are to: 1) connect team members from across the country who have conducted strength-based research with Indigenous women living with and affected by HIV; 2) develop a national Team, by connecting the research groups, including Indigenous women living with HIV, Elders, Indigenous community leaders, Indigenous Organizations and Indigenous and allied researchers; and 3) develop a strategic plan to present research findings aimed to impact the lives of Indigenous women living with and affected by HIV in a positive way. We will host a 2.5-day meeting with members from each Research Team listed above to present on their projects, discuss a larger Umbrella Team and develop a preliminary Strategic Knowledge Dissemination and Implementation Plan. We will use Indigenous methods to guide the types of knowledge products (e.g. quilts, drums) we create. Indigenous traditional ceremony, teachings and traditions will be woven throughout all steps of this project. Elders from different parts of Canada will be approached with offerings of Tobacco and cloth to request involvement. Land-based considerations will be an essential part of the in-person meeting as the planned venue is a sacred First Nation site in Saskatchewan.",0.15811051693404635
117,Aboriginal HIV and AIDS Community-based Research Collaborative Centre 2.0 ( 2017/18-2020/21 ),Catherine A Worthington,University of Victoria,https://cognit.ca/en/research/project/146822,"The AHA Centre 2.0 will maximize the investments available in Indigenous health research and HIV/AIDS research specifically. We will engage more community and academic leaders in research in both underdeveloped and highly engaged regions. With a team of respected Indigenous community members, researchers, Elders, and allies the AHA Centre 2.0 has an exceptional track record of working with Indigenous communities and the integrity expected by both community and academia. We envision a network of institutions, communities and individuals working together for excellence in community-based research, culturally-responsive approaches, and action-oriented solutions to HIV and AIDS affecting First Nations, Inuit and Metis Peoples in Canada. Our mission is to build capacity in and support culturally-responsive community-based HIV and determinants of health research through meaningful engagement with First Nations, Inuit and Metis Peoples living with HIV, communities, researchers and policy makers while utilizing knowledge translation to inform evidence-driven action. The Vision and Mission will be achieved through five objectives which will address the following: 1. Indigenous Ways of Knowing and Doing; 2. Communications; 3. Knowledge Translation; 4. Partnerships and 5. Support/Mentorship. The AHA Centre 2.0 will continue evaluation of activities, progress and outcomes to assess the degree to which Centre processes are equitable, efficient, effective and collaborative. Within the AHA Centre 2.0, there are significant opportunities to benefit from the dynamic collaboration of highly accomplished team members. In areas of underdeveloped CBR strengths efforts to incorporate research and impact policy and services that relate to HIV and AIDS will be pursued. The impact of the Centre will be witnessed in the increased culturally-responsive Capacity Building, Communication, KT and meaningful partnerships that support mentoring relationships.",0.2751041666666667
118,"Les sens du refus de services, d'aide et de soins chez les personnes aînées en perte d'autonomie fonctionnelle, mais cognitivement aptes à consentir ( 2017/18-2019/20 )",Olivier Moreau,Université de Sherbrooke,https://cognit.ca/en/research/project/114026,No summary,0.0
119,Seniors' evaluation and use of antisocial and prosocial deception: a multi-method approach to understanding deception across adulthood ( 2018/19-2019/20 ),Alison M O'Connor,Brock University,https://cognit.ca/en/research/project/186724,No summary,0.0
120,"With Their Own Eyes, In Their Own Words: Exploring Older Women's Use and Understanding of Women's Magazines ( 2018/19-2019/20 )",Dana Sawchuk,Wilfrid Laurier University,https://cognit.ca/en/research/project/182759,No summary,0.0
121,Gene Environment Team on Brown/beige Adipose Tissue (GET_BAT) ( 2015/16-2020/21 ),Alison C Holloway,McMaster University,https://cognit.ca/en/research/project/147476,"More than 5 million Canadians have the chronic interrelated diseases of obesity, non-alcoholic fatty liver disease (NAFLD) and type 2 diabetes (T2D) and their incidence in the population are rapidly increasing. Obesity is an important risk factor for developing NAFLD and T2D which contribute to the development of liver cancer and heart disease. Therefore, designing new ways to treat or prevent T2D and NAFLD are important. Brown adipose tissue (BAT) is an organ which has long been known to exist in rodents and infants but remarkably only in the last 5 years has been discovered in adult humans. BAT has the unique capability, compared to any other organ in the body, to burn large amounts of sugar and fat and effectively dissipate this energy as heat due to the presence of unique protein called uncoupling protein 1. Thus BAT is frequently characterized as the body's furnace. The activation of BAT in rodents has been shown to reverse obesity, T2D and NAFLD. In addition recent studies have shown that by exposing humans to cold you can increase BAT activity and lower blood sugar levels suggesting that increasing BAT activity may represent a viable therapy for treating T2D. Unfortunately, in individuals with obesity or T2D the ability to switch on BAT is compromised. Determining why BAT activity is reduced and identifying new ways to switch it on has generated world-wide scientific and clinical excitement around developing a new therapy for obesity, NAFLD and T2D and is the focus of the current proposal. In this proposal we will conduct studies in cells, mice and humans to examine how agricultural and food processing practices may regulate BAT metabolic activity directly or indirectly by altering the billions of bacteria that reside within our gastrointestinal tract. These studies will help us develop new strategies to enhance BAT activity that may be effective for treating and preventing obesity, NAFLD and T2D.",0.10838961038961038
122,Alberta oil sands development: impact on reproductive health ( 2018/19-2020/21 ),Alison C Holloway,McMaster University,https://cognit.ca/en/research/project/180793,"The oil sands in Northern Alberta have undergone intense development over the past decade. There are widely opposing views of the industry with oil sands supporters highlighting the significant economic benefits for Canadians, and critics raising concerns regarding environmental and human health impacts of oil sands development. The people who are most affected by the oil sands industry are the First Nations communities living in the Peace-Athabasca Delta. Elders and community members are concerned that chemicals produced from oil sands activity are contaminating the water supply and harming the health of wildlife and humans. One of the major areas of concern is related to reproductive health. Oil and gas contaminants have the potential to impact fertility of Indigenous men, women and children as well as the unborn generations. In addition, reduced reproductive success in wildlife means population declines which impact the cultural, economic and social well-being of Indigenous communities through the erosion of the trust they have in their natural environment, and as a consequence, impacts on their ability to harvest and consume traditional foods. The goal of this project is to determine the impact of chemicals from oil sands activity on reproduction in mink, a culturally and economically significant species. These results will also provide insight about the effects of these chemicals on human reproductive health.",0.12229166666666669
123,Les perspectives des personnes vieillissantes vivant avec un trouble mental grave et des intervenants qui exercent auprès de cette clientèle en lien avec le rétablissement dans la communauté ( 2018/19-2019/20 ),Christophe Tremblay,Laval University,https://cognit.ca/en/research/project/186714,No summary,0.0
124,Introducing the emotional and affective geographies of law: strengthening community through the practice and feeling(s) of Inuit law ( 2013/14-2019/20 ),Sean Robertson,University of Alberta,https://cognit.ca/en/research/project/117391,"Colonialism has led to a crisis in the rule of law in Indigenous communities, further exacerbating social problems related to colonialism, such as poverty and substance abuse. In Nunavut, Inuit law is held up as the key to restoring social order, but also to improving socio-economic conditions and encouraging Inuit self-determination. Like all Indigenous law, it is not state edicts that determine and implement normative Inuit behavior, but everyday embodied conduct. The financial challenges of hunting and other on-the-land practices frustrate this legal process. Further, with elders nearing the end of their lives, the impending loss of generational understanding of law adds urgency to this situation. This research will address these crises through a partnership with elders and knowledge keepers in Kugaaruk, a hamlet located at the meeting of the Arctic Ocean and the Kugaaruk River. This partnership has been founded on the local priorities of material support for Inuit law and documenting the cultural importance of sealing and fishing, and associated social and legal norms. Two elder-led camps for youth and the residential schools generation(s) here will provide a case study for a qualitative methodology-based inquiry into Indigenous legal traditions and practices at the core of Kugaarukmiut ('Kugaaruk people') life, as well as into relations with seal and fish. I argue that despite their adherence to pragmatism, socio-legal scholars have not paid enough attention to the spatial context of norm making, which gives rise to this study's innovative theoretical approach. By ignoring how feelings in (emotion) and the feel of space (affect) inform local legal frameworks, they deny the relational paradigm underpinning Inuit ways of being, knowing, and ""doing"" the world and the law. By introducing emotional and affectual geographies---called ""more-than-representational"" since they partly occur in the precognitive register---to the study of everyday law, I recognize them not simply as personal feeling(s) but as cultural regimes which intersect with the law to reinforce the unequal distribution of power in society. Given that the Inuit are known for valorizing self-control and for their embodied connections to place, Kugaaruk provides a unique and rich research setting. I begin by generally inquiring into the culture surrounding sealing and fishing. This will illuminate not only the social norms and laws pertaining to nonhumans and humans, but also the implication of emotions and affect in normative development and implementation. Little socio-legal work has been done in the Arctic, let alone with a conceptual framework that captures the spatiality intrinsic to Inuit law. I extend the legal pragmatic approach by illuminating the importance of the embodied aspects of all law, so as to contribute to legal anthropology, comparative law, legal geography, and Indigenous studies. This work will be useful to scholars of emotions, and the legal profession, which must incorporate Inuit norms in Nunavut. For the Inuit, this research will better describe their legal intellectual resources and inform Inuit public debate on contemporary social challenges. The land camp/participant observation methodology will give the community another practical opportunity to redevelop and enact their laws. By exploring harvesting-related knowledge, norms, and stories via participatory mapping, my inquiry further builds upon Inuit capacity by providing them with tools to better communicate with the resource industry and policy makers. Finally, equipping Inuit with the fullest analysis of and support for their normative systems promotes Canada's interest in strong northern governance.",0.10769927536231885
125,The Strength Within: Tsawyewh Ts'eelhtis (Strength for All) ( 2018/19-2020/21 ),Henry G Harder,University of Northern British Columbia,https://cognit.ca/en/research/project/179248,"Indigenous peoples' health is deeply impacted by social determinants including those related to the effects of colonization and its resultant intergenerational traumas. During the CIHR Component 2 funded young adult suicide research project with this team in Northern BC, First Nation Elders, together with community members noted unmet mental wellness needs among their older adults. Those aged 45+ are exposed to specific risk factors including isolation, addictions, poverty, elder abuse, and a cultural gap between Elders and younger generations. Older adult (45+) segment of the population is valued because it represents the next generation of Elders with a role in sharing their knowledge and skills with younger generations. It is proposed that work with youth and young adults be expanded and adapted to meet the unmet needs older adults. The goals of the study are to adapt and expand the previous suicide intervention to meet the needs of older adults, compile previously developed interventions for youth, young adults, and older adults into a suite of interventions that address mental wellness and suicide prevention across the life course, share the suite of interventions with other First Nation. The outcomes of this project will be increased understanding of strategies to support equitable reach, access, and sustainability of mental wellness interventions, specifically to address suicide prevention within the context of First Nations communities. Specific outcomes include: maximize the reach of interventions to meet the needs of community members across the life course; identify strategies to enhance access to mental wellness services at the social, organizational, and policy levels; support long term sustainability of interventions through partnership development, training, and capacity development; and strengthen collaboration through maintaining existing community relationships and fostering new relationships.",0.04983930211202938
126,Elevating the Uses of Storytelling Approaches within Indigenous Health Research: A Patient-engaged Scoping Review Study Involving Indigenous People and Settlers ( 2019/20-2020/21 ),Annette S Schultz,University of Manitoba,https://cognit.ca/en/research/project/215736,"There are calls to integrate Indigenous knowledges and wellness practices into healthcare systems. However, Western research approaches are often used in an attempt to understand Indigenous perspectives, resulting in findings and policies which fail to address the priorities and health needs of Indigenous peoples. Storytelling, long used by Indigenous communities to share knowledge, is increasingly being used as a research approach by Indigenous people and settlers to privilege Indigenous perspectives. However, this work has not been critically reviewed. Our study purpose is to better understand and elevate the use of storytelling as an approach in Indigenous health research. In this collaborative research project, a team of Indigenous patients, Elders, healthcare providers, and administrators will join Indigenous and non-Indigenous researchers to bring multiple perspectives and experiences to the research. Our multidisciplinary team will find and critically review research using storytelling to determine how this approach has been used in Indigenous health research. Team members will co-create the research objectives, and continue to work together throughout the research project to ensure that Indigenous patient voices and perspectives are prioritized. We will also develop a framework to guide the respectful use of storytelling approaches in health research that involves Indigenous and non-Indigenous people. Although we understand some of the reasons behind why the health of Indigenous peoples is worse than the health of other Canadians, there are still many unknowns. Research that prioritizes Indigenous voices and knowledges using storytelling is crucial for filling the gaps in our understanding. This research project will develop a better understanding of respectful approaches to storytelling in health research among Indigenous peoples, and promote storytelling as a meaningful way of gaining new knowledge to address the health needs of Indigenous peoples.",0.09772727272727272
127,Indigenous People and Diabetes - Indigenous Knowledge and Wellness Practices disrupting Biomedical Colonization: Research Governed by Decolonizing and Two-Eyed Seeing Methods ( 2019/20-2020/21 ),Annette S Schultz,University of Manitoba,https://cognit.ca/en/research/project/215720,"""Everyone is struggling with this same problem, diabetes, it's a huge problem and we are trying to get people to start the conversation to see how to fix it ... it's not a simple pill or injection ... It involves the cost of food, the housing, the social structures, the traditional teachings, the animals on the land."" Paul Linton, Eeyou Istchee James Bay Cree Community member Before the 1950s, type 2 diabetes (TTD) was unheard of in most Indigenous populations. However, since the number of Indigenous peoples with TTD has increased and age of diagnosis is younger than in the general population. Current treatments for TTD are based on a biomedical worldview, or western science, such as increased physical activity and dietary changes. Health from this worldview focuses on the physical body. Most Indigenous people, however, look at the whole body (emotional, spiritual, physical and mental) in relational to the land. Since Europeans, the colonizers, came to North America or Turtle Island, Indigenous people have lost their relationship to the land, gathering and hunting less traditional foods while rates of TTD continue to rise. To address this, a diverse group of settler and Indigenous peoples developed a 4-year multiple-methods study that will use Indigenous methodologies, such as ceremonies, stories and oral history, which will be guided by 4 Elders. The study aims to value and respect Indigenous, biomedical, and historical perspectives of health and TTD using decolonizing and two-eyed seeing approaches. Research objectives to address are to: 1) Create spaces to elevate Indigenous knowledge relevant to TTD, relation to the land and traditional foods; and 2) Collaboratively build bridges between Indigenous knowledge and places where Indigenous people access TTD healthcare services. The hope is that new pathways to address TTD will be realized through Indigenous peoples' awakening to original teachings of the importance of the sacred relationship to the land.",0.08671536796536795
128,The Complexity of the Caregiving Outcomes: Understanding the Role of Social Statuses and Social Resources ( 2018/19-2019/20 ),Yeonjung Lee,University of Calgary,https://cognit.ca/en/research/project/182930,No summary,0.0
129,GATHERING INPUT FROM SENIORS ON LEGAL AND ETHICAL ISSUES RELATED TO USE OF SOCIAL ROBOTS FOR IN-HOME SUPPORT ( 2019/20 ),Isabel Pedersen,University of Ontario Institute of Technology,https://cognit.ca/en/research/project/226178,No summary,0.0
130,An Intergenerational Culturally-Rooted Intervention for Resilience and Wellness: Addressing Social Determinants of Health Impacting Indigenous Families in Alberta ( 2019/20-2020/21 ),Shannon M St. Pierre,University of Calgary,https://cognit.ca/en/research/project/215918,"Since the initiation of the Truth and Reconciliation Commission of Canada, there has been increasing demand for culturally-rooted interventions to support the wellness of Indigenous people. The context of colonialism in Canada has serious implications for the well-being of Indigenous people. To address the source of illness, including social determinants of health such as colonization, this study will use a decolonizing, community-based approach in both the implementation of a decolonizing arts-based intervention for Indigenous families and the study of that intervention. An Indigenous approach will be considered throughout the research process to support the centring of Indigenous voices in research. Following a community-based approach, an intervention will be developed in collaboration with community Elders and stakeholders and will focus on the implementation of a culturally-rooted intervention for full-family wellness. The intervention will be facilitated by Indigenous leaders in the community deemed suitable by community Elders. The intervention will incorporate traditional cultural engagement such as artistic expression and the process of creating, as this has shown to be a positive determinant of health that improves wellness for many Indigenous people. In this study, the purpose is to gain an understanding of Indigenous families, Elders, and community artists' experiences and impressions of the intervention as it relates to physical, emotional, mental, and spiritual well-being. For this purpose, an Indigenous storywork method will be used to analyze research conversations and talking circles facilitated with the Elders, artists, and families who take part in the intervention. The findings of this study have practical implications for the integration of art in illness prevention and intervention to improve Indigenous peoples' health and wellness.",0.08816287878787879
131,"Informal caregivers of older adults: Exploring the individual, social, and political context in New Brunswick ( 2018/19-2019/20 )",Michelle Lafrance,St. Thomas University,https://cognit.ca/en/research/project/182765,No summary,0.0
132,q'?nq'ot?a??nc ??wi'nagwis (Knowing our land): Documenting Gwa’sala and ’Nakwaxda’xw Cultural Keystone Places in Kwak'wala ( 2017/18-2019/20 ),Daisy Rosenblum,University of British Columbia,https://cognit.ca/en/research/project/112623,"There is growing recognition that the landscapes which surround us, even those which we might consider 'wild', are the product of millennia of interaction with the people who inhabit those landscapes (Anderson 2005; Turner 2014; Baldy 2013 inter alia), and that careful tending by Indigenous inhabitants has benefited the ecosystems receiving such care (cf. Anderson 2005; Trant et al. 2016). In turn, current research with Aboriginal communities points to the crucial importance of cultural and linguistic continuity for individual and collective well-being. (McIvor 2014; Baldwin et al. 2015). Such continuity is inextricably territorial: linked to persistence of relationships between people and place, and mediated through biocultural and sociolinguistic practices. This project seeks to illuminate such interconnections of people, place, and culture. Working collaboratively with Gwa'sala and 'Nakwaxda'xw Elders and community researchers we will document their knowledge of two Cultural Keystone Places (Cuerrier et al. 2015), Ba'as and Takush, the ancestral villages from which they and their families were removed in 1964. Crucially, knowledge will be recorded in the Kwak'wala language in which the Elders knew and continue to know the landscape, allowing for the fullest expression of place-based knowledge expressed in a grammar which foregrounds spatial information (Rosenblum 2015; Wilson p.d.). Expected outcomes of this research include forty hours of new documentation, twenty hours of which will be selected for transcription and translation. Together with legacy documentation from earlier scholars (Boas 1947; Hunt and Boas 1921 inter alia), earlier research by academic and community-based scholars, and building on my dissertation research on the grammar of landscape in Kwak'wala, these materials will elaborate a full picture of the seasonal round of life in the traditional territories of the Gwa'sala and 'Nakwaxda'xw Nations. Through user-centred design planning in community meetings and workshops, we will determine an appropriate format and interface (i.e. website, touchscreen, app) through which residents of Tsulquate can 'visit' their territories with their Elders, via video, audio, and panoramic photographs, thus contributing to a community-based process of recovery from traumatic disruption.Genres of data to be recorded include origin stories and oral histories; place-names; species names of flora and fauna; procedural texts for harvesting and use; recipes for food and medicine; traditional use and occupancy patterns; Map-Biographies (Tobias 2012); conversations prompted by video stimuli created at CKPs (cf. Rosenblum 2015 on methodology); and Elders' memories of life in these places. The Indigenous language of a land holds untranslatable and irreplaceably specific knowledge: the morphology of place names and plant names describes resources, seasonal cycles, species migration, origin stories, and history; narratives of journeys reflect patterns of use and occupancy; memories of traditional practices hold the seeds of cultural revitalization. It is essential to do this documentation now, while the Elders who hold the knowledge of both language and land together are still with us. This project builds on and connects with the work underway by the almagamated Gwa'sala-'Nakwaxda'xw Band at the Tsulqate Reserve, following a settlement agreement with the Government of Canada in 2008 (http://www.gwanak.info/for-members/gn-trust), to restore their communities' connections to their traditional territories. While providing training for undergraduate and graduate students as well as community members, the work will contribute to community goals of renewing and revitalizing Traditional Ecological Knowledge. The materials will be stored in a user-centered archive also making previous documentation accessible to community members, in the service of community-based healing, teaching and learning. Prioritizing documentation of place-based knowledge in the language of the territory will contribute methodological approaches and analytical advancements to a cross-cultural trajectory of research on the mutual engagements of people, place and culture. Finally, this work fulfills several of the Calls to Action of the Truth and Reconciliation Commission regarding our shared social commitment to support and nurture the health of Aboriginal languages and cultures.",0.06291973791973793
133,Les effets de la pratique musicale sur le stress et le système immunitaire de musiciens amateurs de 50 ans et plus ( 2018/19-2019/20 ),Audrey-Kristel Barbeau,Université du Québec à Montréal,https://cognit.ca/en/research/project/183072,No summary,0.0
134,"Creative later-life in a digital age: mobilizing music and creative technologies for inclusive later-life musical learning and participation, creative expression, digital literacy, and quality of life ( 2017/18-2019/20 )",Audrey-Kristel Barbeau,Université du Québec à Montréal,https://cognit.ca/en/research/project/115324,"This cross-sector, interdisciplinary Partnership is focused on developing understandings of how Music and Creative Technologies (MaCT) can be applied in ways that will support inclusive opportunities for creative expression, lifelong learning and participation, and enhanced quality of later life. Our Partnership is founded upon a collaborative, critically reflective framework designed to 1) mobilize knowledge from cross-sector, interdisciplinary, and intergenerational perspectives concerning the ways in which music technology can support a creative later life; 2) expand the opportunities for creative expression through music, amongst older people; 3) deepen the learning and engagement of older people in our digital age in ways they will find meaningful and relevant; and 4) be taken up and used by caregivers and community music leaders in their professional practice. To achieve these objectives our Partnership, guided by a Steering Group and an International Research Advisory Group, brings together multifaceted expertise representing music education, music care, music technology and gerontechnology, intergenerational learning, lifelong learning, and community education. Two key societal challenges underpin our Partnership objectives. First, we are witnessing a longevity revolution whereby the global population aged 65+ is increasing markedly. The aging population represents a triumph of public health policy yet poses substantial challenges with regards to sustained quality of life, with particular issues relating to depression, loneliness, and chronic disease. In response, a growing body of evidence has demonstrated significant social, emotional, and cognitive benefits of music-making amongst senior citizens. Second, the 21st century has been distinguished by accelerated use of digital technology. Increasingly, attention has been directed towards the possibilities offered by technology for enhancing the quality of later life. However, a persistent generational digital divide has been noted. Engagement with technology within the practice of listening, playing, creating, and performing music provides a stark example of the digital divide. Although music technology with younger people is now well-established, there is limited research concerned with the use of music technology to foster positive quality of later-life. However, digital music technologies offer strong potential to: 1) serve as a vehicle whereby older people may overcome barriers to musical engagement and maximize the potential for the wider benefits of music-making to enhance their quality of life, and 2) function as a context where the generational digital divide may be mediated. Thus, recognizing the complex needs of an increasingly aging population and the potential of new creative digital technologies to meet these needs, our partnership will engage in communicative dialogue and participatory action research activities to interrogate the following critical questions: a) how can MaCT be mobilized and adapted in order to maximize equitable access in later life to creative musical expression, engagement in learning, digital literacy and quality of life amongst older citizens? b) what related knowledge and understanding can be developed in the context of intergenerational learning?; c) in what ways might emerging music technologies foster digital literacy and mitigate the generational digital divide in Canada and elsewhere?; and d) what are the risks, opportunities and related ethical questions raised by the adoption of digital music technologies in contexts focused on the care and support of older people?",0.09506053841991341
135,Do changes in personality affect successful aging: a coordinated analysis of longitudinal studies ( 2018/19-2019/20 ),Tomiko B Yoneda,University of Victoria,https://cognit.ca/en/research/project/184649,No summary,0.0
136,"Vieillir et mourir au Canada en contexte minoritaire : expériences de personnes vieillissantes originaires du Viêtnam, du Cambodge et du Laos vivant à Toronto et à Montréal ( 2018/19-2019/20 )",Marie-Ève Samson,University of Montreal,https://cognit.ca/en/research/project/186792,No summary,0.0
137,A Culturally Respectful Approach to Identifying the Roles Sex and Gender Play in the Health and Wellness of Nlaka'pamux First Nations Communities ( 2020/21 ),Moss E Norman,University of British Columbia,https://cognit.ca/en/research/project/230601,"The objective of this development grant is to partner with Lytton First Nation and 11 surrounding Nlaka'pamux communities to co-create knowledge translation resources and approaches designed to improve health and wellness among Indigenous girls, boys, women, men, Two-Spirit, and LGBTQ people. In our previous discussions with leaders from Lytton First Nation, there was a strong desire to include more men, boys, and Two-Spirited people and persons who identify as LGBTQ in healthy lifestyle initiatives. To achieve this goal, we will hold eight knowledge sharing circles with community members (including Elders and Sex and Gender leaders) regarding the aspirations for health and wellness with a particular focus on the roles sex and gender play in shaping wholistic health and wellness. This community-based and Indigenous-led project will build upon partnerships that we have created in our past work with Lytton First Nation. We will build upon our community-based health and wellness toolkit, and our healthy lifestyle intervention model ""With Every Step, We Grow Stronger"" that we co-created with Lytton First Nation. Through our proposed work, we will create a new health and wellness toolkit that will provide insight into the roles sex and gender play in shaping healthy lifestyle behaviours at the level of the community. This first-of-its-kind toolkit will be shared through our existing Indigenous knowledge translation portals and accessed worldwide. We will also build new community relationships by working with Stein Valley Nlaka'pamux School to host a community-based conference in Lytton First Nation. We believe that connecting youth, Elders, Sex and Gender champions, and community members in the Stein Valley Nlaka'pamux School will bring the community together to share knowledge and remove barriers related to health, wellness, gender inequality, and racial discrimination that have resulted from colonization and its institutions.",0.2180035650623886
