,Unnamed: 0,title,author,university,link,body
867,867,Improving social justice in observational studies ( 2020/21 ),Peter Craig,University of Glasgow,https://cognit.ca/en/research/project/231440, 
868,868,Improving social justice in observational studies ( 2020/21 ),.J G Melendez-Torres,University of Exeter,https://cognit.ca/en/research/project/231440, 
869,869,Improving social justice in observational studies ( 2020/21 ),Michelle Bovill,University of Newcastle,https://cognit.ca/en/research/project/231440, 
870,870,Improving social justice in observational studies ( 2020/21 ),Catherine R Chamberlain,La Trobe University,https://cognit.ca/en/research/project/231440, 
871,871,Improving social justice in observational studies ( 2020/21 ),Taryn Young,University of Stellenbosch,https://cognit.ca/en/research/project/231440, 
872,872,Improving social justice in observational studies ( 2020/21 ),Xiaoqin Wang,McMaster University,https://cognit.ca/en/research/project/231440, 
873,873,Improving social justice in observational studies ( 2020/21 ),Isabel Fortier,McGill University Health Centre,https://cognit.ca/en/research/project/231440, 
874,874,Improving social justice in observational studies ( 2020/21 ),Clara Juando Prats,St. Michael's Hospital,https://cognit.ca/en/research/project/231440, 
875,875,Improving social justice in observational studies ( 2020/21 ),Kevin Pottie,University of Ottawa,https://cognit.ca/en/research/project/231440, 
876,876,Improving social justice in observational studies ( 2020/21 ),Erik von Elm,Université de Lausanne,https://cognit.ca/en/research/project/231440, 
877,877,Improving social justice in observational studies ( 2020/21 ),Tomas Pantoja,Universidad catolica de Chile,https://cognit.ca/en/research/project/231440, 
878,878,Improving social justice in observational studies ( 2020/21 ),Janet Louise L Hatcher Roberts,Bruyère Research Institute,https://cognit.ca/en/research/project/231440, 
879,879,Improving social justice in observational studies ( 2020/21 ),Alison M Krentel,Bruyère Research Institute,https://cognit.ca/en/research/project/231440, 
880,880,Improving social justice in observational studies ( 2020/21 ),Peter Tanuseputro,Ottawa Hospital Research Institute,https://cognit.ca/en/research/project/231440, 
881,881,Improving social justice in observational studies ( 2020/21 ),George A Wells,University of Ottawa,https://cognit.ca/en/research/project/231440, 
882,882,Improving social justice in observational studies ( 2020/21 ),Laura C Weeks,University of Calgary,https://cognit.ca/en/research/project/231440, 
883,883,Improving social justice in observational studies ( 2020/21 ),Larissa Shamseer,University of Ottawa,https://cognit.ca/en/research/project/231440, 
884,884,Improving social justice in observational studies ( 2020/21 ),Miriam N Nguilefem,University of Ottawa,https://cognit.ca/en/research/project/231440, 
885,885,Improving social justice in observational studies ( 2020/21 ),Ainsley Moore,McMaster University,https://cognit.ca/en/research/project/231440, 
886,886,Improving social justice in observational studies ( 2020/21 ),Julian Little,University of Ottawa,https://cognit.ca/en/research/project/231440, 
887,887,Exploring the cognitive underpinnings of hoarding ( 2015/16-2020/21 ),Daniel Bartels,University of Chicago,https://cognit.ca/en/research/project/150137, 
888,888,Exploring the cognitive underpinnings of hoarding ( 2015/16-2020/21 ),Todd C Handy,University of British Columbia,https://cognit.ca/en/research/project/150137, 
889,889,Exploring the cognitive underpinnings of hoarding ( 2015/16-2020/21 ),Mahesh Menon,University of British Columbia,https://cognit.ca/en/research/project/150137, 
890,890,Coordination and Cooperation in Self-Driving Vehicles ( 2018/19-2019/20 ),Otman Basir,University of Waterloo,https://cognit.ca/en/research/project/188426, 
891,891,Coordination and Cooperation in Self-Driving Vehicles ( 2018/19-2019/20 ),otman basir,University of Waterloo,https://cognit.ca/en/research/project/188426, 
892,892,Trajectoire de développement des troubles émotionnels et comportementaux chez des enfants d'âge scolaire exposés à un traumatisme relationnel lié à la maltraitrance ( 2016/17-2019/20 ),Nadia Desbiens,University of Montreal,https://cognit.ca/en/research/project/110139, 
893,893,International Indigenous Mentorship Workshop in New Zealand ( 2019/20 ),Sean A Hillier,York University,https://cognit.ca/en/research/project/216101, 
894,894,"The EMBOLDEN study: Enhancing physical and community MoBility in OLDEr adults with health inequities using commuNity co-design, implementation and evaluation of a complex intervention incorporating exercise, nutrition, social participation, and system navigation ( 2019/20 )",Julia Abelson,McMaster University,https://cognit.ca/en/research/project/215778, 
895,895,"The EMBOLDEN study: Enhancing physical and community MoBility in OLDEr adults with health inequities using commuNity co-design, implementation and evaluation of a complex intervention incorporating exercise, nutrition, social participation, and system navigation ( 2019/20 )",Terence (Terry) T Flynn,McMaster University,https://cognit.ca/en/research/project/215778, 
896,896,"The EMBOLDEN study: Enhancing physical and community MoBility in OLDEr adults with health inequities using commuNity co-design, implementation and evaluation of a complex intervention incorporating exercise, nutrition, social participation, and system navigation ( 2019/20 )",Lehana Thabane,McMaster University,https://cognit.ca/en/research/project/215778, 
897,897,"The EMBOLDEN study: Enhancing physical and community MoBility in OLDEr adults with health inequities using commuNity co-design, implementation and evaluation of a complex intervention incorporating exercise, nutrition, social participation, and system navigation ( 2019/20 )",Sarah Neil-Sztramko,McMaster University,https://cognit.ca/en/research/project/215778, 
898,898,"The EMBOLDEN study: Enhancing physical and community MoBility in OLDEr adults with health inequities using commuNity co-design, implementation and evaluation of a complex intervention incorporating exercise, nutrition, social participation, and system navigation ( 2019/20 )",Ayse Kuspinar,McMaster University,https://cognit.ca/en/research/project/215778, 
899,899,"The EMBOLDEN study: Enhancing physical and community MoBility in OLDEr adults with health inequities using commuNity co-design, implementation and evaluation of a complex intervention incorporating exercise, nutrition, social participation, and system navigation ( 2019/20 )",Kathryn A Fisher,McMaster University,https://cognit.ca/en/research/project/215778, 
900,900,"The EMBOLDEN study: Enhancing physical and community MoBility in OLDEr adults with health inequities using commuNity co-design, implementation and evaluation of a complex intervention incorporating exercise, nutrition, social participation, and system navigation ( 2019/20 )",Gina (Ragini Agarwal,McMaster University,https://cognit.ca/en/research/project/215778, 
901,901,"The EMBOLDEN study: Enhancing physical and community MoBility in OLDEr adults with health inequities using commuNity co-design, implementation and evaluation of a complex intervention incorporating exercise, nutrition, social participation, and system navigation ( 2019/20 )",Elizabeth Alvarez,McMaster University,https://cognit.ca/en/research/project/215778, 
902,902,"The EMBOLDEN study: Enhancing physical and community MoBility in OLDEr adults with health inequities using commuNity co-design, implementation and evaluation of a complex intervention incorporating exercise, nutrition, social participation, and system navigation ( 2019/20 )",James Gillett,McMaster University,https://cognit.ca/en/research/project/215778, 
903,903,"The EMBOLDEN study: Enhancing physical and community MoBility in OLDEr adults with health inequities using commuNity co-design, implementation and evaluation of a complex intervention incorporating exercise, nutrition, social participation, and system navigation ( 2019/20 )",. Bruce K Newbold,McMaster University,https://cognit.ca/en/research/project/215778, 
904,904,"The EMBOLDEN study: Enhancing physical and community MoBility in OLDEr adults with health inequities using commuNity co-design, implementation and evaluation of a complex intervention incorporating exercise, nutrition, social participation, and system navigation ( 2019/20 )",Courtney C Kennedy,McMaster University,https://cognit.ca/en/research/project/215778, 
905,905,"The EMBOLDEN study: Enhancing physical and community MoBility in OLDEr adults with health inequities using commuNity co-design, implementation and evaluation of a complex intervention incorporating exercise, nutrition, social participation, and system navigation ( 2019/20 )",Maureen Frances Markle-Reid,McMaster University,https://cognit.ca/en/research/project/215778, 
906,906,"The EMBOLDEN study: Enhancing physical and community MoBility in OLDEr adults with health inequities using commuNity co-design, implementation and evaluation of a complex intervention incorporating exercise, nutrition, social participation, and system navigation ( 2019/20 )",Carol W Bassim,McMaster University,https://cognit.ca/en/research/project/215778, 
907,907,A collaborative evaluation of the Iiyuu Ahtaawin Miyupimaatisiiun Planning (IAMP) Initiative for Cree Health ( 2015/16-2018/19 ),Mary E Macdonald,McGill University,https://cognit.ca/en/research/project/152247, 
908,908,"Enhancing community participation in Canadians with physical disabilities: development, implementation and evaluation of a partnered strategy ( 2013/14-2019/20 )",Rebecca L Bassett-Gunter,York University,https://cognit.ca/en/research/project/107205, 
909,909,"Enhancing community participation in Canadians with physical disabilities: development, implementation and evaluation of a partnered strategy ( 2013/14-2019/20 )",William B Mortenson,University of British Columbia,https://cognit.ca/en/research/project/107205, 
910,910,"Enhancing community participation in Canadians with physical disabilities: development, implementation and evaluation of a partnered strategy ( 2013/14-2019/20 )",Louise Demers,University of Montreal,https://cognit.ca/en/research/project/107205, 
911,911,"Enhancing community participation in Canadians with physical disabilities: development, implementation and evaluation of a partnered strategy ( 2013/14-2019/20 )",Catherine E Connelly,McMaster University,https://cognit.ca/en/research/project/107205, 
912,912,"Enhancing community participation in Canadians with physical disabilities: development, implementation and evaluation of a partnered strategy ( 2013/14-2019/20 )",Jaimie F Borisoff,British Columbia Institute of Technology,https://cognit.ca/en/research/project/107205, 
913,913,"Enhancing community participation in Canadians with physical disabilities: development, implementation and evaluation of a partnered strategy ( 2013/14-2019/20 )",Jean Côté,Queen's University,https://cognit.ca/en/research/project/107205, 
914,914,"Enhancing community participation in Canadians with physical disabilities: development, implementation and evaluation of a partnered strategy ( 2013/14-2019/20 )",Julie Horrocks,University of Guelph,https://cognit.ca/en/research/project/107205, 
915,915,"Enhancing community participation in Canadians with physical disabilities: development, implementation and evaluation of a partnered strategy ( 2013/14-2019/20 )",Silvia Bonaccio,University of Ottawa,https://cognit.ca/en/research/project/107205, 
916,916,"Enhancing community participation in Canadians with physical disabilities: development, implementation and evaluation of a partnered strategy ( 2013/14-2019/20 )",Ian R Gellatly,University of Alberta,https://cognit.ca/en/research/project/107205, 
917,917,"Enhancing community participation in Canadians with physical disabilities: development, implementation and evaluation of a partnered strategy ( 2013/14-2019/20 )",François Routhier,Laval University,https://cognit.ca/en/research/project/107205, 
918,918,"Enhancing community participation in Canadians with physical disabilities: development, implementation and evaluation of a partnered strategy ( 2013/14-2019/20 )",James H Rimmer,University of Alabama at Birmingham,https://cognit.ca/en/research/project/107205, 
919,919,"Enhancing community participation in Canadians with physical disabilities: development, implementation and evaluation of a partnered strategy ( 2013/14-2019/20 )",Sean M Tucker,University of Regina,https://cognit.ca/en/research/project/107205, 
920,920,"Enhancing community participation in Canadians with physical disabilities: development, implementation and evaluation of a partnered strategy ( 2013/14-2019/20 )",Luc Noreau,Laval University,https://cognit.ca/en/research/project/107205, 
921,921,"Enhancing community participation in Canadians with physical disabilities: development, implementation and evaluation of a partnered strategy ( 2013/14-2019/20 )",William C Miller,University of British Columbia,https://cognit.ca/en/research/project/107205, 
922,922,"Enhancing community participation in Canadians with physical disabilities: development, implementation and evaluation of a partnered strategy ( 2013/14-2019/20 )",Janice Eng,University of British Columbia,https://cognit.ca/en/research/project/107205, 
923,923,"Enhancing community participation in Canadians with physical disabilities: development, implementation and evaluation of a partnered strategy ( 2013/14-2019/20 )",Shane N Sweet,McGill University,https://cognit.ca/en/research/project/107205, 
924,924,"Enhancing community participation in Canadians with physical disabilities: development, implementation and evaluation of a partnered strategy ( 2013/14-2019/20 )",Monique .M A Gignac,University of Toronto,https://cognit.ca/en/research/project/107205, 
925,925,"Enhancing community participation in Canadians with physical disabilities: development, implementation and evaluation of a partnered strategy ( 2013/14-2019/20 )",Atiya N Mahmood,Simon Fraser University,https://cognit.ca/en/research/project/107205, 
926,926,Innovative healthcare for an older Canada: a public forum series on the science and policy of healthy aging ( 2018/19 ),NEHA Bhutani,McGill University,https://cognit.ca/en/research/project/182292, 
927,927,"Enhancing community participation in Canadians with physical disabilities: development, implementation and evaluation of a partnered strategy ( 2013/14-2019/20 )",Brett M Smith,Loughborough University,https://cognit.ca/en/research/project/107205, 
928,928,"Enhancing community participation in Canadians with physical disabilities: development, implementation and evaluation of a partnered strategy ( 2013/14-2019/20 )",Mary Ann H McColl,Queen's University,https://cognit.ca/en/research/project/107205, 
929,929,"Enhancing community participation in Canadians with physical disabilities: development, implementation and evaluation of a partnered strategy ( 2013/14-2019/20 )",Mark R Beauchamp,University of British Columbia,https://cognit.ca/en/research/project/107205, 
930,930,"Enhancing community participation in Canadians with physical disabilities: development, implementation and evaluation of a partnered strategy ( 2013/14-2019/20 )",Steven R Bray,McMaster University,https://cognit.ca/en/research/project/107205, 
931,931,"Enhancing community participation in Canadians with physical disabilities: development, implementation and evaluation of a partnered strategy ( 2013/14-2019/20 )",Arif Jetha,McMaster University,https://cognit.ca/en/research/project/107205, 
932,932,Defining the role of stress granules (SG) in RNA stability and translation. ( 2019/20 ),Rachid Mazroui,Laval University,https://cognit.ca/en/research/project/212014, 
933,933,Protection contre les risques financiers à la retraite : analyse économique du risque de dépendance ( 2015/16-2018/19 ),Jean-Yves Duclos,Laval University,https://cognit.ca/en/research/project/107888, 
934,934,"Enhancing community participation in Canadians with physical disabilities: development, implementation and evaluation of a partnered strategy ( 2013/14-2019/20 )",Kelly P Arbour,University of Toronto,https://cognit.ca/en/research/project/107205, 
935,935,"Enhancing community participation in Canadians with physical disabilities: development, implementation and evaluation of a partnered strategy ( 2013/14-2019/20 )",Amy E Latimer,Queen's University,https://cognit.ca/en/research/project/107205, 
936,936,Transport of magma and gas from the mantle to the atmosphere by volcanic eruptions ( 2014/15-2019/20 ),John Stix,McGill University,https://cognit.ca/en/research/project/21397, 
937,937,"Enhancing community participation in Canadians with physical disabilities: development, implementation and evaluation of a partnered strategy ( 2013/14-2019/20 )",Blair Evans,Pennsylvania State University,https://cognit.ca/en/research/project/107205, 
938,938,"Enhancing community participation in Canadians with physical disabilities: development, implementation and evaluation of a partnered strategy ( 2013/14-2019/20 )",Kelly P Arbour-Nicitopulos,University of Toronto,https://cognit.ca/en/research/project/107205, 
939,939,"Enhancing community participation in Canadians with physical disabilities: development, implementation and evaluation of a partnered strategy ( 2013/14-2019/20 )",Amy E Latimer-Cheung,Queen's University,https://cognit.ca/en/research/project/107205, 
940,940,"Enhancing community participation in Canadians with physical disabilities: development, implementation and evaluation of a partnered strategy ( 2013/14-2019/20 )",Jennifer R Tomasone,Queen's University,https://cognit.ca/en/research/project/107205, 
941,941,"Enhancing community participation in Canadians with physical disabilities: development, implementation and evaluation of a partnered strategy ( 2013/14-2019/20 )",Susan J Forwell,University of British Columbia,https://cognit.ca/en/research/project/107205, 
942,942,"Enhancing community participation in Canadians with physical disabilities: development, implementation and evaluation of a partnered strategy ( 2013/14-2019/20 )",Heather Louise Gainforth,University College London,https://cognit.ca/en/research/project/107205, 
943,943,"Enhancing community participation in Canadians with physical disabilities: development, implementation and evaluation of a partnered strategy ( 2013/14-2019/20 )",Sandy Fisher,Clarkson University,https://cognit.ca/en/research/project/107205, 
944,944,"Enhancing community participation in Canadians with physical disabilities: development, implementation and evaluation of a partnered strategy ( 2013/14-2019/20 )",Brett M Smith,University of Birmingham,https://cognit.ca/en/research/project/107205, 
945,945,"Enhancing community participation in Canadians with physical disabilities: development, implementation and evaluation of a partnered strategy ( 2013/14-2019/20 )",Mary Ann H Mccoll,Queen's University,https://cognit.ca/en/research/project/107205, 
946,946,Literacy and self-regulation development in play-based kindergarten classrooms: a comparison of pedagogical approaches ( 2017/18-2019/20 ),Angela D Pyle,University of Toronto,https://cognit.ca/en/research/project/113032, 
947,947,Repenser l'ergothérapie au soutien à domicile pour favoriser la participation sociale des aînés (REPAIRS): vers le déploiement et l'implantation d'un continuum d'interventions innovantes ( 2018/19-2020/21 ),Pier-Luc Turcotte,Université de Sherbrooke,https://cognit.ca/en/research/project/182010, 
948,948,Defining the role of stress granules (SG) in RNA stability and translation. ( 2019/20 ),Amélie Fradet-Turcotte,Laval University,https://cognit.ca/en/research/project/212014, 
949,949,Defining the role of stress granules (SG) in RNA stability and translation. ( 2019/20 ),Josée Lavoie,Laval University,https://cognit.ca/en/research/project/212014, 
950,950,Defining the role of stress granules (SG) in RNA stability and translation. ( 2019/20 ),Marc-Étienne Huot,Laval University,https://cognit.ca/en/research/project/212014, 
951,951,Quarks in cosmos and heavy ion collisions ( 2019/20 ),Ariel Zhitnitsky,University of British Columbia,https://cognit.ca/en/research/project/203168, 
952,952,Literacy and self-regulation development in play-based kindergarten classrooms: a comparison of pedagogical approaches ( 2017/18-2019/20 ),Rhonda L Martinussen,University of Toronto,https://cognit.ca/en/research/project/113032, 
953,953,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Hude Quan,University of Calgary,https://cognit.ca/en/research/project/216338, 
954,954,Canadian Collaboration for Patients with Complexity: Innovation to promote optimal and appropriate care for all. ( 2019/20 ),Hude Quan,University of Calgary,https://cognit.ca/en/research/project/216247, 
955,955,Trajectoire de développement des troubles émotionnels et comportementaux chez des enfants d'âge scolaire exposés à un traumatisme relationnel lié à la maltraitrance ( 2016/17-2019/20 ),Geneviève Paquette,Université de Sherbrooke,https://cognit.ca/en/research/project/110139, 
956,956,Trajectoire de développement des troubles émotionnels et comportementaux chez des enfants d'âge scolaire exposés à un traumatisme relationnel lié à la maltraitrance ( 2016/17-2019/20 ),Sophie Couture,University of Montreal,https://cognit.ca/en/research/project/110139, 
957,957,Trajectoire de développement des troubles émotionnels et comportementaux chez des enfants d'âge scolaire exposés à un traumatisme relationnel lié à la maltraitrance ( 2016/17-2019/20 ),Marie-Hélène Gagné,Laval University,https://cognit.ca/en/research/project/110139, 
958,958,Trajectoire de développement des troubles émotionnels et comportementaux chez des enfants d'âge scolaire exposés à un traumatisme relationnel lié à la maltraitrance ( 2016/17-2019/20 ),Delphine Collin-Vézina,McGill University,https://cognit.ca/en/research/project/110139, 
959,959,Trajectoire de développement des troubles émotionnels et comportementaux chez des enfants d'âge scolaire exposés à un traumatisme relationnel lié à la maltraitrance ( 2016/17-2019/20 ),Tristan Milot,Université du Québec à Trois-Rivières,https://cognit.ca/en/research/project/110139, 
960,960,Trajectoire de développement des troubles émotionnels et comportementaux chez des enfants d'âge scolaire exposés à un traumatisme relationnel lié à la maltraitrance ( 2016/17-2019/20 ),Martine Hébert,Université du Québec à Montréal,https://cognit.ca/en/research/project/110139, 
961,961,Trajectoire de développement des troubles émotionnels et comportementaux chez des enfants d'âge scolaire exposés à un traumatisme relationnel lié à la maltraitrance ( 2016/17-2019/20 ),George M Tarabulsy,Laval University,https://cognit.ca/en/research/project/110139, 
962,962,Efficacité et implantation du Lifestyle Redesign® chez les aînés : un essai clinique hybride d'évaluation-implantation à répartition aléatoire ( 2019/20-2020/21 ),Marie-Hélène Lévesque,Université de Sherbrooke,https://cognit.ca/en/research/project/215015, 
963,963,VR Systems for Body Image and Body Schema ( 2018/19-2019/20 ),Diane Gromala,Simon Fraser University,https://cognit.ca/en/research/project/192279, 
964,964,Thirdworldist genealogies: an alternative history of global film festivals ( 2016/17-2019/20 ),Masha Salazkina,Concordia University,https://cognit.ca/en/research/project/110276, 
965,965,A comprehensive account of price discrimination: new evidence from the airline industry ( 2017/18-2019/20 ),Ambarish Chandra,University of Toronto,https://cognit.ca/en/research/project/113373, 
966,966,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Lisa J Schwartz,McMaster University,https://cognit.ca/en/research/project/216338, 
967,967,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Manoj M Lalu,University of Ottawa,https://cognit.ca/en/research/project/216338, 
968,968,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Lauralyn A McIntyre,Ottawa Hospital Research Institute,https://cognit.ca/en/research/project/216338, 
969,969,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Paul Kubes,University of Calgary,https://cognit.ca/en/research/project/216338, 
970,970,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Braedon A McDonald,University of Calgary,https://cognit.ca/en/research/project/216338, 
971,971,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Jeanna J Parsons Leigh,Dalhousie University,https://cognit.ca/en/research/project/216338, 
972,972,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Mary E Wilcox,University of Toronto,https://cognit.ca/en/research/project/216338, 
973,973,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Bryan Yipp,University of Calgary,https://cognit.ca/en/research/project/216338, 
974,974,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Jeffrey J Perry,Ottawa Hospital Research Institute,https://cognit.ca/en/research/project/216338, 
975,975,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",John M Ansermino,University of British Columbia,https://cognit.ca/en/research/project/216338, 
976,976,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Orla M Smith,St. Michael's Hospital,https://cognit.ca/en/research/project/216338, 
977,977,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Allan Garland,University of Manitoba,https://cognit.ca/en/research/project/216338, 
978,978,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Osama Loubani,Dalhousie University,https://cognit.ca/en/research/project/216338, 
979,979,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Melissa J Parker,McMaster University,https://cognit.ca/en/research/project/216338, 
980,980,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Claudio M Martin,Western University,https://cognit.ca/en/research/project/216338, 
981,981,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Marlyn Gill,University of Calgary,https://cognit.ca/en/research/project/216338, 
982,982,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Patricia S Fontela,McGill University,https://cognit.ca/en/research/project/216338, 
983,983,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Bram N Rochwerg,McMaster University,https://cognit.ca/en/research/project/216338, 
984,984,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Diana T Sherifali,McMaster University,https://cognit.ca/en/research/project/216338, 
985,985,Next-Generation Decision-Support Tool for Urban Transportation Planning: Accommodating on-Demand Mobility and Automated/Connected Automated Vehicle Systems ( 2019/20 ),Khandker NurulHabib,University of Toronto,https://cognit.ca/en/research/project/209903, 
986,986,Aerospace composites mechanical damage prediction through multi-scale modelling ( 2016/17-2019/20 ),Martin Lévesque,Polytechnique Montréal,https://cognit.ca/en/research/project/13326, 
987,987,Trajectoire de développement des troubles émotionnels et comportementaux chez des enfants d'âge scolaire exposés à un traumatisme relationnel lié à la maltraitrance ( 2016/17-2019/20 ),None None,Université du Québec à Montréal,https://cognit.ca/en/research/project/110139, 
988,988,Trajectoire de développement des troubles émotionnels et comportementaux chez des enfants d'âge scolaire exposés à un traumatisme relationnel lié à la maltraitrance ( 2016/17-2019/20 ),None None,Université de Sherbrooke,https://cognit.ca/en/research/project/110139, 
989,989,Trajectoire de développement des troubles émotionnels et comportementaux chez des enfants d'âge scolaire exposés à un traumatisme relationnel lié à la maltraitrance ( 2016/17-2019/20 ),None None,McGill University,https://cognit.ca/en/research/project/110139, 
990,990,Trajectoire de développement des troubles émotionnels et comportementaux chez des enfants d'âge scolaire exposés à un traumatisme relationnel lié à la maltraitrance ( 2016/17-2019/20 ),None None,Université du Québec à Trois-Rivières,https://cognit.ca/en/research/project/110139, 
991,991,Trajectoire de développement des troubles émotionnels et comportementaux chez des enfants d'âge scolaire exposés à un traumatisme relationnel lié à la maltraitrance ( 2016/17-2019/20 ),None None,University of Montreal,https://cognit.ca/en/research/project/110139, 
992,992,Trajectoire de développement des troubles émotionnels et comportementaux chez des enfants d'âge scolaire exposés à un traumatisme relationnel lié à la maltraitrance ( 2016/17-2019/20 ),None None,Laval University,https://cognit.ca/en/research/project/110139, 
993,993,Trajectoire de développement des troubles émotionnels et comportementaux chez des enfants d'âge scolaire exposés à un traumatisme relationnel lié à la maltraitrance ( 2016/17-2019/20 ),None None,Laval University,https://cognit.ca/en/research/project/110139, 
994,994,Thirdworldist genealogies: an alternative history of global film festivals ( 2016/17-2019/20 ),Maria M Salazkina,Concordia University,https://cognit.ca/en/research/project/110276, 
995,995,Synapse-type-specific plasticity in neocortical microcircuits ( 2017/18-2019/20 ),PerJesper Sjostrom,McGill University,https://cognit.ca/en/research/project/20813, 
996,996,For-profit firms in emerging markets: their role and impact in creating market-based institutions ( 2015/16-2018/19 ),Anita M McGahan,University of Toronto,https://cognit.ca/en/research/project/107561, 
997,997,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Corinne J Wallace,University of Saskatchewan,https://cognit.ca/en/research/project/216338, 
998,998,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Chong How E Tan,Dalhousie University,https://cognit.ca/en/research/project/216338, 
999,999,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Deborah M Da Costa,McGill University,https://cognit.ca/en/research/project/216338, 
1000,1000,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Peter M Dodek,University of British Columbia,https://cognit.ca/en/research/project/216338, 
1001,1001,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Karen Choong,McMaster University,https://cognit.ca/en/research/project/216338, 
1002,1002,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Raylene A Reimer,University of Calgary,https://cognit.ca/en/research/project/216338, 
1003,1003,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Douglas D Fraser,Western University,https://cognit.ca/en/research/project/216338, 
1004,1004,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Stephane Bourque,University of Alberta,https://cognit.ca/en/research/project/216338, 
1005,1005,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Jean-Francois Ethier,Université de Sherbrooke,https://cognit.ca/en/research/project/216338, 
1006,1006,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Tianqing Peng,Lawson Health Research Institute,https://cognit.ca/en/research/project/216338, 
1007,1007,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Hertzel C Gerstein,McMaster University,https://cognit.ca/en/research/project/216338, 
1008,1008,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Francesco Carli,McGill University,https://cognit.ca/en/research/project/216338, 
1009,1009,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Steven Kerfoot,Western University,https://cognit.ca/en/research/project/216338, 
1010,1010,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Rajavel Elango,University of British Columbia,https://cognit.ca/en/research/project/216338, 
1011,1011,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",John K McCormick,Western University,https://cognit.ca/en/research/project/216338, 
1012,1012,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Ian Blanchard,Alberta Health Services,https://cognit.ca/en/research/project/216338, 
1013,1013,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Hallie C Prescott,University of Michigan,https://cognit.ca/en/research/project/216338, 
1014,1014,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Dennis Djogovic,University of Alberta,https://cognit.ca/en/research/project/216338, 
1015,1015,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Martin J Mcgavin,Western University,https://cognit.ca/en/research/project/216338, 
1016,1016,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Elham Rahme,McGill University,https://cognit.ca/en/research/project/216338, 
